location_id,location_zip_code,location_city,location_state,,
39267,08793,mogi das cruzes,SP,,08793|mogi das cruzes|SP
39268,79002,campo grande,MS,,79002|campo grande|MS
39269,41253,salvador,BA,,41253|salvador|BA
39270,11030,santos,SP,,11030|santos|SP
39271,31340,belo horizonte,MG,,31340|belo horizonte|MG
39272,32415,ibirite,MG,,32415|ibirite|MG
39273,75074,anapolis,GO,,75074|anapolis|GO
39274,72145,brasilia,DF,,72145|brasilia|DF
39275,08615,suzano,SP,,08615|suzano|SP
39276,22730,rio de janeiro,RJ,,22730|rio de janeiro|RJ
39277,74357,goiania,GO,,74357|goiania|GO
39278,04547,sao paulo,SP,,04547|sao paulo|SP
39279,02932,sao paulo,SP,,02932|sao paulo|SP
39280,01150,sao paulo,SP,,01150|sao paulo|SP
39281,84500,irati,PR,,84500|irati|PR
39282,08260,sao paulo,SP,,08260|sao paulo|SP
39283,36570,vicosa,MG,,36570|vicosa|MG
39284,97110,santa maria,RS,,97110|santa maria|RS
39285,96180,camaqua,RS,,96180|camaqua|RS
39286,41180,salvador,BA,,41180|salvador|BA
39287,89218,joinville,SC,,89218|joinville|SC
39288,13183,hortolandia,SP,,13183|hortolandia|SP
39289,20921,rio de janeiro,RJ,,20921|rio de janeiro|RJ
39290,52060,recife,PE,,52060|recife|PE
39291,05051,sao paulo,SP,,05051|sao paulo|SP
39292,09361,maua,SP,,09361|maua|SP
39293,23050,rio de janeiro,RJ,,23050|rio de janeiro|RJ
39294,02435,sao paulo,SP,,02435|sao paulo|SP
39295,13201,jundiai,SP,,13201|jundiai|SP
39296,38082,uberaba,MG,,38082|uberaba|MG
39297,11075,santos,SP,,11075|santos|SP
39298,24220,niteroi,RJ,,24220|niteroi|RJ
39299,18125,aluminio,SP,,18125|aluminio|SP
39300,09861,sao bernardo do campo,SP,,09861|sao bernardo do campo|SP
39301,15170,tanabi,SP,,15170|tanabi|SP
39302,11910,sete barras,SP,,11910|sete barras|SP
39303,30662,belo horizonte,MG,,30662|belo horizonte|MG
39304,70737,brasilia,DF,,70737|brasilia|DF
39305,04433,sao paulo,SP,,04433|sao paulo|SP
39306,07141,guarulhos,SP,,07141|guarulhos|SP
39307,02731,sao paulo,SP,,02731|sao paulo|SP
39308,14057,ribeirao preto,SP,,14057|ribeirao preto|SP
39309,89160,rio do sul,SC,,89160|rio do sul|SC
39310,08295,sao paulo,SP,,08295|sao paulo|SP
39311,78045,cuiaba,MT,,78045|cuiaba|MT
39312,04726,sao paulo,SP,,04726|sao paulo|SP
39313,09195,santo andre,SP,,09195|santo andre|SP
39314,08717,mogi das cruzes,SP,,08717|mogi das cruzes|SP
39315,45028,vitoria da conquista,BA,,45028|vitoria da conquista|BA
39316,17602,tupa,SP,,17602|tupa|SP
39317,83701,araucaria,PR,,83701|araucaria|PR
39318,13060,campinas,SP,,13060|campinas|SP
39319,88034,florianopolis,SC,,88034|florianopolis|SC
39320,18170,piedade,SP,,18170|piedade|SP
39321,49032,aracaju,SE,,49032|aracaju|SE
39322,72930,alexania,GO,,72930|alexania|GO
39323,99660,campinas do sul,RS,,99660|campinas do sul|RS
39324,49072,aracaju,SE,,49072|aracaju|SE
39325,20785,rio de janeiro,RJ,,20785|rio de janeiro|RJ
39326,14412,franca,SP,,14412|franca|SP
39327,07196,guarulhos,SP,,07196|guarulhos|SP
39328,15495,riolandia,SP,,15495|riolandia|SP
39329,12922,braganca paulista,SP,,12922|braganca paulista|SP
39330,84600,uniao da vitoria,PR,,84600|uniao da vitoria|PR
39331,18031,sorocaba,SP,,18031|sorocaba|SP
39332,08580,itaquaquecetuba,SP,,08580|itaquaquecetuba|SP
39333,30492,belo horizonte,MG,,30492|belo horizonte|MG
39334,37410,tres coracoes,MG,,37410|tres coracoes|MG
39335,89700,concordia,SC,,89700|concordia|SC
39336,20070,rio de janeiro,RJ,,20070|rio de janeiro|RJ
39337,20030,rio de janeiro,RJ,,20030|rio de janeiro|RJ
39338,12950,atibaia,SP,,12950|atibaia|SP
39339,03067,sao paulo,SP,,03067|sao paulo|SP
39340,01409,sao paulo,SP,,01409|sao paulo|SP
39341,78099,cuiaba,MT,,78099|cuiaba|MT
39342,36301,sao joao del rei,MG,,36301|sao joao del rei|MG
39343,64388,lagoa do piaui,PI,,64388|lagoa do piaui|PI
39344,35790,curvelo,MG,,35790|curvelo|MG
39345,13710,tambau,SP,,13710|tambau|SP
39346,05785,sao paulo,SP,,05785|sao paulo|SP
39347,32050,contagem,MG,,32050|contagem|MG
39348,05058,sao paulo,SP,,05058|sao paulo|SP
39349,03807,sao paulo,SP,,03807|sao paulo|SP
39350,87200,cianorte,PR,,87200|cianorte|PR
39351,89820,xanxere,SC,,89820|xanxere|SC
39352,29090,vitoria,ES,,29090|vitoria|ES
39353,26120,belford roxo,RJ,,26120|belford roxo|RJ
39354,63560,acopiara,CE,,63560|acopiara|CE
39355,08676,suzano,SP,,08676|suzano|SP
39356,97070,santa maria,RS,,97070|santa maria|RS
39357,39960,jequitinhonha,MG,,39960|jequitinhonha|MG
39358,05758,sao paulo,SP,,05758|sao paulo|SP
39359,79005,campo grande,MS,,79005|campo grande|MS
39360,29901,linhares,ES,,29901|linhares|ES
39361,25901,mage,RJ,,25901|mage|RJ
39362,04530,sao paulo,SP,,04530|sao paulo|SP
39363,18700,avare,SP,,18700|avare|SP
39364,95913,lajeado,RS,,95913|lajeado|RS
39365,41370,salvador,BA,,41370|salvador|BA
39366,14090,ribeirao preto,SP,,14090|ribeirao preto|SP
39367,62270,hidrolandia,CE,,62270|hidrolandia|CE
39368,74905,aparecida de goiania,GO,,74905|aparecida de goiania|GO
39369,29141,cariacica,ES,,29141|cariacica|ES
39370,22261,rio de janeiro,RJ,,22261|rio de janeiro|RJ
39371,12947,atibaia,SP,,12947|atibaia|SP
39372,02186,sao paulo,SP,,02186|sao paulo|SP
39373,05850,sao paulo,SP,,05850|sao paulo|SP
39374,13026,campinas,SP,,13026|campinas|SP
39375,72237,brasilia,DF,,72237|brasilia|DF
39376,26276,nova iguacu,RJ,,26276|nova iguacu|RJ
39377,13510,santa gertrudes,SP,,13510|santa gertrudes|SP
39378,13252,itatiba,SP,,13252|itatiba|SP
39379,37701,pocos de caldas,MG,,37701|pocos de caldas|MG
39380,88010,florianopolis,SC,,88010|florianopolis|SC
39381,36240,santos dumont,MG,,36240|santos dumont|MG
39382,28735,quissama,RJ,,28735|quissama|RJ
39383,36520,visconde do rio branco,MG,,36520|visconde do rio branco|MG
39384,13201,jundiai,SP,,13201|jundiai|SP
39385,23904,angra dos reis,RJ,,23904|angra dos reis|RJ
39386,13670,santa rita do passa quatro,SP,,13670|santa rita do passa quatro|SP
39387,03726,sao paulo,SP,,03726|sao paulo|SP
39388,73355,brasilia,DF,,73355|brasilia|DF
39389,01514,sao paulo,SP,,01514|sao paulo|SP
39390,60135,fortaleza,CE,,60135|fortaleza|CE
39391,09540,sao caetano do sul,SP,,09540|sao caetano do sul|SP
39392,17580,pompeia,SP,,17580|pompeia|SP
39393,35700,sete lagoas,MG,,35700|sete lagoas|MG
39394,05882,sao paulo,SP,,05882|sao paulo|SP
39395,03221,sao paulo,SP,,03221|sao paulo|SP
39396,06150,osasco,SP,,06150|osasco|SP
39397,05364,sao paulo,SP,,05364|sao paulo|SP
39398,13056,campinas,SP,,13056|campinas|SP
39399,58045,joao pessoa,PB,,58045|joao pessoa|PB
39400,29800,barra de sao francisco,ES,,29800|barra de sao francisco|ES
39401,75600,goiatuba,GO,,75600|goiatuba|GO
39402,09581,sao caetano do sul,SP,,09581|sao caetano do sul|SP
39403,30220,belo horizonte,MG,,30220|belo horizonte|MG
39404,06020,osasco,SP,,06020|osasco|SP
39405,05782,sao paulo,SP,,05782|sao paulo|SP
39406,38401,uberlandia,MG,,38401|uberlandia|MG
39407,45821,eunapolis,BA,,45821|eunapolis|BA
39408,64330,sao miguel do tapuio,PI,,64330|sao miguel do tapuio|PI
39409,18013,sorocaba,SP,,18013|sorocaba|SP
39410,05459,sao paulo,SP,,05459|sao paulo|SP
39411,06160,osasco,SP,,06160|osasco|SP
39412,60130,fortaleza,CE,,60130|fortaleza|CE
39413,14057,ribeirao preto,SP,,14057|ribeirao preto|SP
39414,53370,olinda,PE,,53370|olinda|PE
39415,37400,campanha,MG,,37400|campanha|MG
39416,07096,guarulhos,SP,,07096|guarulhos|SP
39417,09661,sao bernardo do campo,SP,,09661|sao bernardo do campo|SP
39418,18650,sao manuel,SP,,18650|sao manuel|SP
39419,70760,brasilia,DF,,70760|brasilia|DF
39420,97770,nova esperanca do sul,RS,,97770|nova esperanca do sul|RS
39421,20950,rio de janeiro,RJ,,20950|rio de janeiro|RJ
39422,49087,aracaju,SE,,49087|aracaju|SE
39423,35160,ipatinga,MG,,35160|ipatinga|MG
39424,04415,sao paulo,SP,,04415|sao paulo|SP
39425,90430,porto alegre,RS,,90430|porto alegre|RS
39426,13140,paulinia,SP,,13140|paulinia|SP
39427,20220,rio de janeiro,RJ,,20220|rio de janeiro|RJ
39428,44571,santo antonio de jesus,BA,,44571|santo antonio de jesus|BA
39429,35430,ponte nova,MG,,35430|ponte nova|MG
39430,45810,porto seguro,BA,,45810|porto seguro|BA
39431,96065,pelotas,RS,,96065|pelotas|RS
39432,06515,santana de parnaiba,SP,,06515|santana de parnaiba|SP
39433,79610,tres lagoas,MS,,79610|tres lagoas|MS
39434,05592,sao paulo,SP,,05592|sao paulo|SP
39435,23050,rio de janeiro,RJ,,23050|rio de janeiro|RJ
39436,06803,embu das artes,SP,,06803|embu das artes|SP
39437,22051,rio de janeiro,RJ,,22051|rio de janeiro|RJ
39438,31030,belo horizonte,MG,,31030|belo horizonte|MG
39439,65912,imperatriz,MA,,65912|imperatriz|MA
39440,14065,ribeirao preto,SP,,14065|ribeirao preto|SP
39441,27260,volta redonda,RJ,,27260|volta redonda|RJ
39442,27600,valenca,RJ,,27600|valenca|RJ
39443,41815,salvador,BA,,41815|salvador|BA
39444,38412,uberlandia,MG,,38412|uberlandia|MG
39445,13212,jundiai,SP,,13212|jundiai|SP
39446,94445,viamao,RS,,94445|viamao|RS
39447,13564,sao carlos,SP,,13564|sao carlos|SP
39448,95520,osorio,RS,,95520|osorio|RS
39449,04372,sao paulo,SP,,04372|sao paulo|SP
39450,06240,osasco,SP,,06240|osasco|SP
39451,01422,sao paulo,SP,,01422|sao paulo|SP
39452,78099,cuiaba,MT,,78099|cuiaba|MT
39453,06454,barueri,SP,,06454|barueri|SP
39454,23970,paraty,RJ,,23970|paraty|RJ
39455,14407,franca,SP,,14407|franca|SP
39456,11420,guaruja,SP,,11420|guaruja|SP
39457,28895,rio das ostras,RJ,,28895|rio das ostras|RJ
39458,71820,brasilia,DF,,71820|brasilia|DF
39459,32604,betim,MG,,32604|betim|MG
39460,90020,porto alegre,RS,,90020|porto alegre|RS
39461,30570,belo horizonte,MG,,30570|belo horizonte|MG
39462,88750,braco do norte,SC,,88750|braco do norte|SC
39463,03965,sao paulo,SP,,03965|sao paulo|SP
39464,19030,presidente prudente,SP,,19030|presidente prudente|SP
39465,11702,praia grande,SP,,11702|praia grande|SP
39466,86040,londrina,PR,,86040|londrina|PR
39467,55660,bezerros,PE,,55660|bezerros|PE
39468,68745,castanhal,PA,,68745|castanhal|PA
39469,93601,estancia velha,RS,,93601|estancia velha|RS
39470,95334,vila flores,RS,,95334|vila flores|RS
39471,55150,belo jardim,PE,,55150|belo jardim|PE
39472,30870,belo horizonte,MG,,30870|belo horizonte|MG
39473,04551,sao paulo,SP,,04551|sao paulo|SP
39474,20520,rio de janeiro,RJ,,20520|rio de janeiro|RJ
39475,39880,aguas formosas,MG,,39880|aguas formosas|MG
39476,06226,osasco,SP,,06226|osasco|SP
39477,89580,fraiburgo,SC,,89580|fraiburgo|SC
39478,20231,rio de janeiro,RJ,,20231|rio de janeiro|RJ
39479,35020,governador valadares,MG,,35020|governador valadares|MG
39480,09581,sao caetano do sul,SP,,09581|sao caetano do sul|SP
39481,15825,paraiso,SP,,15825|paraiso|SP
39482,81830,curitiba,PR,,81830|curitiba|PR
39483,04750,sao paulo,SP,,04750|sao paulo|SP
39484,13206,jundiai,SP,,13206|jundiai|SP
39485,71909,brasilia,DF,,71909|brasilia|DF
39486,36690,descoberto,MG,,36690|descoberto|MG
39487,35545,perdigao,MG,,35545|perdigao|MG
39488,26280,nova iguacu,RJ,,26280|nova iguacu|RJ
39489,89221,joinville,SC,,89221|joinville|SC
39490,05716,sao paulo,SP,,05716|sao paulo|SP
39491,02998,sao paulo,SP,,02998|sao paulo|SP
39492,79002,campo grande,MS,,79002|campo grande|MS
39493,86220,assai,PR,,86220|assai|PR
39494,08040,sao paulo,SP,,08040|sao paulo|SP
39495,02715,sao paulo,SP,,02715|sao paulo|SP
39496,06395,carapicuiba,SP,,06395|carapicuiba|SP
39497,25560,sao joao de meriti,RJ,,25560|sao joao de meriti|RJ
39498,18240,angatuba,SP,,18240|angatuba|SP
39499,12944,atibaia,SP,,12944|atibaia|SP
39500,12140,sao luis do paraitinga,SP,,12140|sao luis do paraitinga|SP
39501,49520,campo do brito,SE,,49520|campo do brito|SE
39502,24030,niteroi,RJ,,24030|niteroi|RJ
39503,17470,duartina,SP,,17470|duartina|SP
39504,28970,araruama,RJ,,28970|araruama|RJ
39505,34515,sabara,MG,,34515|sabara|MG
39506,60347,fortaleza,CE,,60347|fortaleza|CE
39507,99340,lagoao,RS,,99340|lagoao|RS
39508,08330,sao paulo,SP,,08330|sao paulo|SP
39509,51021,recife,PE,,51021|recife|PE
39510,47850,luis eduardo magalhaes,BA,,47850|luis eduardo magalhaes|BA
39511,09664,sao bernardo do campo,SP,,09664|sao bernardo do campo|SP
39512,19300,presidente bernardes,SP,,19300|presidente bernardes|SP
39513,34000,nova lima,MG,,34000|nova lima|MG
39514,39801,teofilo otoni,MG,,39801|teofilo otoni|MG
39515,60450,fortaleza,CE,,60450|fortaleza|CE
39516,13087,campinas,SP,,13087|campinas|SP
39517,08451,sao paulo,SP,,08451|sao paulo|SP
39518,75383,trindade,GO,,75383|trindade|GO
39519,90820,porto alegre,RS,,90820|porto alegre|RS
39520,37130,alfenas,MG,,37130|alfenas|MG
39521,20511,rio de janeiro,RJ,,20511|rio de janeiro|RJ
39522,17513,marilia,SP,,17513|marilia|SP
39523,07080,guarulhos,SP,,07080|guarulhos|SP
39524,05551,sao paulo,SP,,05551|sao paulo|SP
39525,89765,paial,SC,,89765|paial|SC
39526,36420,ouro branco,MG,,36420|ouro branco|MG
39527,22410,rio de janeiro,RJ,,22410|rio de janeiro|RJ
39528,55641,gravata,PE,,55641|gravata|PE
39529,50020,recife,PE,,50020|recife|PE
39530,83570,cerro azul,PR,,83570|cerro azul|PR
39531,07260,guarulhos,SP,,07260|guarulhos|SP
39532,37002,varginha,MG,,37002|varginha|MG
39533,02555,sao paulo,SP,,02555|sao paulo|SP
39534,36560,cajuri,MG,,36560|cajuri|MG
39535,36830,espera feliz,MG,,36830|espera feliz|MG
39536,13920,pedreira,SP,,13920|pedreira|SP
39537,59114,natal,RN,,59114|natal|RN
39538,29090,vitoria,ES,,29090|vitoria|ES
39539,07170,guarulhos,SP,,07170|guarulhos|SP
39540,76260,diorama,GO,,76260|diorama|GO
39541,72155,brasilia,DF,,72155|brasilia|DF
39542,95650,igrejinha,RS,,95650|igrejinha|RS
39543,05868,sao paulo,SP,,05868|sao paulo|SP
39544,94085,gravatai,RS,,94085|gravatai|RS
39545,73025,brasilia,DF,,73025|brasilia|DF
39546,09260,santo andre,SP,,09260|santo andre|SP
39547,60025,fortaleza,CE,,60025|fortaleza|CE
39548,17514,marilia,SP,,17514|marilia|SP
39549,71065,brasilia,DF,,71065|brasilia|DF
39550,44001,feira de santana,BA,,44001|feira de santana|BA
39551,30575,belo horizonte,MG,,30575|belo horizonte|MG
39552,09020,santo andre,SP,,09020|santo andre|SP
39553,88103,sao jose,SC,,88103|sao jose|SC
39554,13635,pirassununga,SP,,13635|pirassununga|SP
39555,50610,recife,PE,,50610|recife|PE
39556,80530,curitiba,PR,,80530|curitiba|PR
39557,81810,curitiba,PR,,81810|curitiba|PR
39558,29901,linhares,ES,,29901|linhares|ES
39559,76300,ceres,GO,,76300|ceres|GO
39560,07435,aruja,SP,,07435|aruja|SP
39561,39890,joaima,MG,,39890|joaima|MG
39562,25625,petropolis,RJ,,25625|petropolis|RJ
39563,70384,brasilia,DF,,70384|brasilia|DF
39564,07141,guarulhos,SP,,07141|guarulhos|SP
39565,01258,sao paulo,SP,,01258|sao paulo|SP
39566,26180,belford roxo,RJ,,26180|belford roxo|RJ
39567,12243,sao jose dos campos,SP,,12243|sao jose dos campos|SP
39568,62115,forquilha,CE,,62115|forquilha|CE
39569,18685,lencois paulista,SP,,18685|lencois paulista|SP
39570,03312,sao paulo,SP,,03312|sao paulo|SP
39571,94035,gravatai,RS,,94035|gravatai|RS
39572,32670,betim,MG,,32670|betim|MG
39573,13405,piracicaba,SP,,13405|piracicaba|SP
39574,87670,inaja,PR,,87670|inaja|PR
39575,05521,sao paulo,SP,,05521|sao paulo|SP
39576,22010,rio de janeiro,RJ,,22010|rio de janeiro|RJ
39577,16300,penapolis,SP,,16300|penapolis|SP
39578,02815,sao paulo,SP,,02815|sao paulo|SP
39579,18087,sorocaba,SP,,18087|sorocaba|SP
39580,24426,sao goncalo,RJ,,24426|sao goncalo|RJ
39581,71660,brasilia,DF,,71660|brasilia|DF
39582,33920,ribeirao das neves,MG,,33920|ribeirao das neves|MG
39583,45645,itapitanga,BA,,45645|itapitanga|BA
39584,16360,avanhandava,SP,,16360|avanhandava|SP
39585,18305,capao bonito,SP,,18305|capao bonito|SP
39586,88049,florianopolis,SC,,88049|florianopolis|SC
39587,03688,sao paulo,SP,,03688|sao paulo|SP
39588,06122,osasco,SP,,06122|osasco|SP
39589,28685,japuiba,RJ,,28685|japuiba|RJ
39590,13212,jundiai,SP,,13212|jundiai|SP
39591,85415,cafelandia,PR,,85415|cafelandia|PR
39592,96055,pelotas,RS,,96055|pelotas|RS
39593,02082,sao paulo,SP,,02082|sao paulo|SP
39594,92130,canoas,RS,,92130|canoas|RS
39595,31160,belo horizonte,MG,,31160|belo horizonte|MG
39596,23050,rio de janeiro,RJ,,23050|rio de janeiro|RJ
39597,36895,vieiras,MG,,36895|vieiras|MG
39598,38300,ituiutaba,MG,,38300|ituiutaba|MG
39599,11250,bertioga,SP,,11250|bertioga|SP
39600,87010,maringa,PR,,87010|maringa|PR
39601,28040,campos dos goytacazes,RJ,,28040|campos dos goytacazes|RJ
39602,06266,osasco,SP,,06266|osasco|SP
39603,09310,maua,SP,,09310|maua|SP
39604,97970,roque gonzales,RS,,97970|roque gonzales|RS
39605,37890,muzambinho,MG,,37890|muzambinho|MG
39606,30520,belo horizonte,MG,,30520|belo horizonte|MG
39607,90430,porto alegre,RS,,90430|porto alegre|RS
39608,22410,rio de janeiro,RJ,,22410|rio de janeiro|RJ
39609,04135,sao paulo,SP,,04135|sao paulo|SP
39610,35790,curvelo,MG,,35790|curvelo|MG
39611,01504,sao paulo,SP,,01504|sao paulo|SP
39612,02060,sao paulo,SP,,02060|sao paulo|SP
39613,04323,sao paulo,SP,,04323|sao paulo|SP
39614,01534,sao paulo,SP,,01534|sao paulo|SP
39615,02315,sao paulo,SP,,02315|sao paulo|SP
39616,88358,brusque,SC,,88358|brusque|SC
39617,64606,picos,PI,,64606|picos|PI
39618,22451,rio de janeiro,RJ,,22451|rio de janeiro|RJ
39619,89300,mafra,SC,,89300|mafra|SC
39620,06730,vargem grande paulista,SP,,06730|vargem grande paulista|SP
39621,04119,sao paulo,SP,,04119|sao paulo|SP
39622,28030,campos dos goytacazes,RJ,,28030|campos dos goytacazes|RJ
39623,04619,sao paulo,SP,,04619|sao paulo|SP
39624,06950,juquitiba,SP,,06950|juquitiba|SP
39625,05773,sao paulo,SP,,05773|sao paulo|SP
39626,03210,sao paulo,SP,,03210|sao paulo|SP
39627,88052,florianopolis,SC,,88052|florianopolis|SC
39628,25914,mage,RJ,,25914|mage|RJ
39629,21765,rio de janeiro,RJ,,21765|rio de janeiro|RJ
39630,56200,ouricuri,PE,,56200|ouricuri|PE
39631,04213,sao paulo,SP,,04213|sao paulo|SP
39632,98780,santa rosa,RS,,98780|santa rosa|RS
39633,77600,paraiso do tocantins,TO,,77600|paraiso do tocantins|TO
39634,01206,sao paulo,SP,,01206|sao paulo|SP
39635,51021,recife,PE,,51021|recife|PE
39636,13173,sumare,SP,,13173|sumare|SP
39637,41612,salvador,BA,,41612|salvador|BA
39638,13846,mogi-guacu,SP,,13846|mogi-guacu|SP
39639,09725,sao bernardo do campo,SP,,09725|sao bernardo do campo|SP
39640,18682,lencois paulista,SP,,18682|lencois paulista|SP
39641,86360,bandeirantes,PR,,86360|bandeirantes|PR
39642,22410,rio de janeiro,RJ,,22410|rio de janeiro|RJ
39643,45658,ilheus,BA,,45658|ilheus|BA
39644,89820,xanxere,SC,,89820|xanxere|SC
39645,32605,betim,MG,,32605|betim|MG
39646,28930,arraial do cabo,RJ,,28930|arraial do cabo|RJ
39647,89540,santa cecilia,SC,,89540|santa cecilia|SC
39648,40445,salvador,BA,,40445|salvador|BA
39649,68420,mocajuba,PA,,68420|mocajuba|PA
39650,12414,pindamonhangaba,SP,,12414|pindamonhangaba|SP
39651,87045,maringa,PR,,87045|maringa|PR
39652,05709,sao paulo,SP,,05709|sao paulo|SP
39653,23540,rio de janeiro,RJ,,23540|rio de janeiro|RJ
39654,19400,presidente venceslau,SP,,19400|presidente venceslau|SP
39655,55730,bom jardim,PE,,55730|bom jardim|PE
39656,18051,sorocaba,SP,,18051|sorocaba|SP
39657,31150,belo horizonte,MG,,31150|belo horizonte|MG
39658,09715,sao bernardo do campo,SP,,09715|sao bernardo do campo|SP
39659,44640,riachao do jacuipe,BA,,44640|riachao do jacuipe|BA
39660,89226,joinville,SC,,89226|joinville|SC
39661,28035,campos dos goytacazes,RJ,,28035|campos dos goytacazes|RJ
39662,28995,saquarema,RJ,,28995|saquarema|RJ
39663,74769,goiania,GO,,74769|goiania|GO
39664,27533,resende,RJ,,27533|resende|RJ
39665,86085,londrina,PR,,86085|londrina|PR
39666,08553,poa,SP,,08553|poa|SP
39667,88132,palhoca,SC,,88132|palhoca|SC
39668,22450,rio de janeiro,RJ,,22450|rio de janeiro|RJ
39669,78700,rondonopolis,MT,,78700|rondonopolis|MT
39670,39400,montes claros,MG,,39400|montes claros|MG
39671,01419,sao paulo,SP,,01419|sao paulo|SP
39672,20520,rio de janeiro,RJ,,20520|rio de janeiro|RJ
39673,85810,cascavel,PR,,85810|cascavel|PR
39674,48905,juazeiro,BA,,48905|juazeiro|BA
39675,97105,santa maria,RS,,97105|santa maria|RS
39676,44350,governador mangabeira,BA,,44350|governador mangabeira|BA
39677,14900,itapolis,SP,,14900|itapolis|SP
39678,27345,barra mansa,RJ,,27345|barra mansa|RJ
39679,96230,santa vitoria do palmar,RS,,96230|santa vitoria do palmar|RS
39680,65063,sao luis,MA,,65063|sao luis|MA
39681,12620,piquete,SP,,12620|piquete|SP
39682,83705,araucaria,PR,,83705|araucaria|PR
39683,14403,franca,SP,,14403|franca|SP
39684,37558,pouso alegre,MG,,37558|pouso alegre|MG
39685,35701,sete lagoas,MG,,35701|sete lagoas|MG
39686,51020,recife,PE,,51020|recife|PE
39687,69090,manaus,AM,,69090|manaus|AM
39688,90680,porto alegre,RS,,90680|porto alegre|RS
39689,05716,sao paulo,SP,,05716|sao paulo|SP
39690,22260,rio de janeiro,RJ,,22260|rio de janeiro|RJ
39691,12082,taubate,SP,,12082|taubate|SP
39692,76824,porto velho,RO,,76824|porto velho|RO
39693,88104,sao jose,SC,,88104|sao jose|SC
39694,44094,feira de santana,BA,,44094|feira de santana|BA
39695,05835,sao paulo,SP,,05835|sao paulo|SP
39696,07270,guarulhos,SP,,07270|guarulhos|SP
39697,23550,rio de janeiro,RJ,,23550|rio de janeiro|RJ
39698,13290,louveira,SP,,13290|louveira|SP
39699,06263,osasco,SP,,06263|osasco|SP
39700,05713,sao paulo,SP,,05713|sao paulo|SP
39701,23050,rio de janeiro,RJ,,23050|rio de janeiro|RJ
39702,05847,sao paulo,SP,,05847|sao paulo|SP
39703,13426,piracicaba,SP,,13426|piracicaba|SP
39704,22290,rio de janeiro,RJ,,22290|rio de janeiro|RJ
39705,65058,sao luis,MA,,65058|sao luis|MA
39706,72130,brasilia,DF,,72130|brasilia|DF
39707,13214,jundiai,SP,,13214|jundiai|SP
39708,36120,matias barbosa,MG,,36120|matias barbosa|MG
39709,70293,brasilia,DF,,70293|brasilia|DF
39710,13400,piracicaba,SP,,13400|piracicaba|SP
39711,24421,sao goncalo,RJ,,24421|sao goncalo|RJ
39712,29164,serra,ES,,29164|serra|ES
39713,35600,bom despacho,MG,,35600|bom despacho|MG
39714,12917,braganca paulista,SP,,12917|braganca paulista|SP
39715,06433,barueri,SP,,06433|barueri|SP
39716,20530,rio de janeiro,RJ,,20530|rio de janeiro|RJ
39717,01451,sao paulo,SP,,01451|sao paulo|SP
39718,13218,jundiai,SP,,13218|jundiai|SP
39719,13274,valinhos,SP,,13274|valinhos|SP
39720,05204,sao paulo,SP,,05204|sao paulo|SP
39721,20211,rio de janeiro,RJ,,20211|rio de janeiro|RJ
39722,14750,pitangueiras,SP,,14750|pitangueiras|SP
39723,05092,sao paulo,SP,,05092|sao paulo|SP
39724,06124,osasco,SP,,06124|osasco|SP
39725,36772,cataguases,MG,,36772|cataguases|MG
39726,08223,sao paulo,SP,,08223|sao paulo|SP
39727,02073,sao paulo,SP,,02073|sao paulo|SP
39728,01036,sao paulo,SP,,01036|sao paulo|SP
39729,11610,sao sebastiao,SP,,11610|sao sebastiao|SP
39730,64965,avelino lopes,PI,,64965|avelino lopes|PI
39731,17017,bauru,SP,,17017|bauru|SP
39732,23073,rio de janeiro,RJ,,23073|rio de janeiro|RJ
39733,31510,belo horizonte,MG,,31510|belo horizonte|MG
39734,18117,votorantim,SP,,18117|votorantim|SP
39735,70790,brasilia,DF,,70790|brasilia|DF
39736,22031,rio de janeiro,RJ,,22031|rio de janeiro|RJ
39737,15061,sao jose do rio preto,SP,,15061|sao jose do rio preto|SP
39738,87560,ipora,PR,,87560|ipora|PR
39739,83203,paranagua,PR,,83203|paranagua|PR
39740,44054,feira de santana,BA,,44054|feira de santana|BA
39741,71919,brasilia,DF,,71919|brasilia|DF
39742,02046,sao paulo,SP,,02046|sao paulo|SP
39743,89820,xanxere,SC,,89820|xanxere|SC
39744,18590,bofete,SP,,18590|bofete|SP
39745,06010,osasco,SP,,06010|osasco|SP
39746,38500,monte carmelo,MG,,38500|monte carmelo|MG
39747,08450,sao paulo,SP,,08450|sao paulo|SP
39748,36202,barbacena,MG,,36202|barbacena|MG
39749,90520,porto alegre,RS,,90520|porto alegre|RS
39750,51020,recife,PE,,51020|recife|PE
39751,04401,sao paulo,SP,,04401|sao paulo|SP
39752,22795,rio de janeiro,RJ,,22795|rio de janeiro|RJ
39753,20031,rio de janeiro,RJ,,20031|rio de janeiro|RJ
39754,48005,alagoinhas,BA,,48005|alagoinhas|BA
39755,07134,guarulhos,SP,,07134|guarulhos|SP
39756,88015,florianopolis,SC,,88015|florianopolis|SC
39757,87005,maringa,PR,,87005|maringa|PR
39758,88516,lages,SC,,88516|lages|SC
39759,20720,rio de janeiro,RJ,,20720|rio de janeiro|RJ
39760,08142,sao paulo,SP,,08142|sao paulo|SP
39761,20230,rio de janeiro,RJ,,20230|rio de janeiro|RJ
39762,93510,novo hamburgo,RS,,93510|novo hamburgo|RS
39763,89675,vargem bonita,SC,,89675|vargem bonita|SC
39764,79301,corumba,MS,,79301|corumba|MS
39765,03876,sao paulo,SP,,03876|sao paulo|SP
